통계표ID,통계표명,승인번호,기관코드,주기,시작연도,마지막연도,지역,연령대,대상,구분
DT_1BC9509,시도/직업(중분류)/성/교육정도별 취업자,101001,101,5년,1995,1995,,,취업자,"시도별,직업별,성별,교육정도별"
DT_1BCOO01,시도/산업(소분류)/성별 취업자,101001,101,5년,2000,2000,,,취업자,"시도별,산업별,성별"
DT_1BCOO02,시도/직업(소분류)/성별 취업자,101001,101,5년,2000,2000,,,취업자,"시도별,직업별,성별"
DT_1BCOO03,시도/성/산업(중분류)/직업(중분류)별 취업자,101001,101,5년,2000,2000,,,취업자,"시도별,성별,산업별,직업별"
DT_1BCOO04,시도/산업(중분류)/성/종사상의 지위별 취업자,101001,101,5년,2000,2000,,,취업자,"시도별,산업별,성별,종사상의지위별"
DT_1BCOO05,시도/직업(중분류)/성/종사상의 지위별 취업자,101001,101,5년,2000,2000,,,취업자,"시도별,직업별,성별,종사상의지위별"
DT_1BCOO06,시도/산업(중분류)/성/연령별 취업자,101001,101,5년,2000,2000,,,취업자,"시도별,산업별,성별,연령별"
DT_1BCOO07,시도/직업(중분류)/성/연령별 취업자,101001,101,5년,2000,2000,,,취업자,"시도별,직업별,성별,연령별"
DT_1BD0501,거처의 종류/사용방수/전세금 규모별 가구(주거전용)-시도,101001,101,5년,2005,2005,,,가구,"거처종류별,사용방식별,전세규모별,시도별"
DT_1BD0503,거처의 종류/사용방수/월세금 및 보증금 규모별 가구(주거전용)-시도,101001,101,5년,2005,2005,,,가구,"거처종류별,사용방식별,월세및보증금규모별,시도별"
DT_1BD0505,거처의 종류/사용방수/사글세 규모별 가구(주거전용)-시도,101001,101,5년,2005,2005,,,가구,"거처종류별,사용방식별,사글세규모별,시도별"
DT_1BD0507,거처의 종류/가구주의 연령/전세금 규모별 가구수(주거전용)-시도,101001,101,5년,2005,2005,,,가구수,"거처종류별,가구주연령별,전세금규모별,시도별"
DT_1BD0508,거처의종류/가구주의연령/월세금및보증금규모별가구수(주거전용)-시도,101001,101,5년,2005,2005,,,"거처종류별가구,월세및보증금규모별가구","거처의종류별,가구주의연령별,월세금및보증금규모별,시도별"
DT_1BD0509,거처의 종류/가구주의 연령/사글세 규모별 가구수(주거전용)-시도,101001,101,5년,2005,2005,,,"가구수,가구","거처종류별,가구주연령별,사글세규모별,시도별"
DT_1BD0510,거처의 종류/가구원수/전세금 규모별 가구수(주거전용)-시도,101001,101,5년,2005,2005,,,"가구수,전세금,가구","거처종류별,가구원수별,전세금규모별,시도별"
DT_1BD0511,거처의 종류/가구원수/월세금 및 보증금 규모별 가구수(주거전용)-시도,101001,101,5년,2005,2005,,,"거처종류,가구원수,월세및보증금규모별가구수","거처종류별,가구원수별,월세및보증금규모별,시도별"
DT_1BD0512,거처의 종류/가구원수/사글세 규모별 가구수(주거전용)-시도,101001,101,5년,2005,2005,,,"거처,가구원수,사글세,가구","거처종류별,가구원수별,사글세계획규모별,행정구역별"
DT_1BD0513,가구주의 연령/혼인상태/전세금 규모별 가구수(주거전용)-시도,101001,101,5년,2005,2005,,,"가구주,가구","연령별,혼인상태별,전세금규모별,시도별"
DT_1BD0514,가구주의 연령/혼인상태/월세금 및 보증금 규모별 가구수(주거전용)-시도,101001,101,5년,2005,2005,,,"가구주,가구","연령별,혼인상태별,월세금및보증금규모별,행정구역별"
DT_1BD0515,가구주의 연령/혼인상태/사글세 규모별 가구수(주거전용)-시도,101001,101,5년,2005,2005,,,"가구주,가구","연령별,혼인상태별,사글세규모별,주거전용가구별,시도별"
DT_1BD0516,거처의 종류/전세금 규모별 가구수(영업겸용)-시도,101001,101,5년,2005,2005,,,가구수,"거처종류별,전세금규모별,영업겸용여부별,행정구역별"
DT_1BD0517,거처의 종류/월세금/보증금 규모별 가구수(영업겸용)-시도,101001,101,5년,2005,2005,,,가구수,"규모별,시도별"
DT_1BD0518,거처의 종류/사글세 규모별 가구수(영업겸용)-시도,101001,101,5년,2005,2005,,,가구수,"거처종류별,사글세규모별,영업겸용여부별,시도별"
DT_1BD9501,시도/거처의 종류/사용방수/전세금별 가구(주거전용),101001,101,5년,1995,1995,,,가구,"시도별,거처의종류별,사용방수별,전세금별"
DT_1BD9502,시도/거처의 종류/사용방수/월세금/보증금별 가구(주거전용),101001,101,5년,1995,1995,,,가구,"시도별,거처의종류별,사용방수별,월세금별,보증금별"
DT_1BD9503,시도/거처의 종류/사용방수/사글세별 가구(주거전용),101001,101,5년,1995,1995,,,가구,"시도별,거처의종류별,사용방수별"
DT_1BD9504,시도/사용방수/전세금별 가구(영업겸용),101001,101,5년,1995,1995,,,가구,"시도별,사용방수별,전세금별"
DT_1BD9505,시도/사용방수/월세금/보증금별 가구(영업겸용),101001,101,5년,1995,1995,,,가구,"시도별,사용방수별,월세금별,보증금별"
DT_1BD9506,시도/사용방수/사글세별 가구(영업겸용),101001,101,5년,1995,1995,,,가구,"행정구역별,사글세별"
DT_1BD9507,시도/가구주의 연령/전세금별 가구(주거전용),101001,101,5년,1995,1995,,,가구,"시도별,가구주의연령별,전세금별"
DT_1BD9508,시도/가구주의 연령/월세금/보증금별 가구(주거전용),101001,101,5년,1995,1995,,,가구,"시도별,연령별,월세금보증금별"
DT_1BD9509,시도/가구주의 연령/사글세별 가구(주거전용),101001,101,5년,1995,1995,,,가구,"행정구역별,주거전용사글세별"
DT_1BD9510,시도/가구주의 혼인상태/전세금별 가구(주거전용),101001,101,5년,1995,1995,,,가구,"시도별,주거전용전세금별"
DT_1BD9511,시도/가구주의 혼인상태/월세금/보증금별 가구(주거전용),101001,101,5년,1995,1995,,,가구,"시도별,가구주의혼인상태별,월세금보증금별"
DT_1BD9512,시도/가구주의 혼인상태/사글세별 가구(주거전용),101001,101,5년,1995,1995,,,가구,"행정구역별,혼인상태별,주거유형별"
DT_1BD9513,시도/가구원수/전세금별 가구(주거전용),101001,101,5년,1995,1995,,,가구,"시도별,가구원수별,전세금별"
DT_1BD9514,시도/가구원수/월세금/보증금별 가구(주거전용),101001,101,5년,1995,1995,,,가구,"시도별,가구원수별,월세금별,보증금별"
DT_1BD9515,시도/가구원수/사글세별 가구(주거전용),101001,101,5년,1995,1995,,,가구,"행정구역별,사글세별"
DT_1BDOO01,행정구역(시도)/거처의 종류/사용방수/전세금별 가구(주거전용),101001,101,5년,2000,2000,,,가구,"행정구역별,거처종류별,사용방수별,전세금별"
DT_1BDOO02,행정구역(시도)/거처의 종류/사용방수/월세금/보증금별 가구(주거전용),101001,101,5년,2000,2000,,,가구,"행정구역별,거처종류별,사용방수별,월세금별,보증금별"
DT_1BDOO03,행정구역(시도)/거처의 종류/사용방수/사글세별 가구(주거전용),101001,101,5년,2000,2000,,,"행정구역,거처의종류,사용방수,사글세별가구","행정구역별,거처종류별,사용방수별"
DT_1BDOO04,시도/거처의 종류/가구주의 연령/전세금별 가구(주거전용),101001,101,5년,2000,2000,,,가구,"시도별,거처의종류별,가구주의연령별,전세금별"
DT_1BDOO05,시도/가구주의 연령/월세금/보증금별 가구(주거전용),101001,101,5년,2000,2000,,,가구,"시도별,가구주의연령별,월세금보증금별"
DT_1BDOO06,시도/거처의 종류/가구주의 연령/사글세별 가구(주거전용),101001,101,5년,2000,2000,,,가구,"시도별,거처의종류별,가구주의연령별,사글세별"
DT_1BDOO07,시도/가구주의 연령/혼인상태/전세금별 가구(주거전용),101001,101,5년,2000,2000,,,가구,"시도별,가구주의연령별,혼인상태별,전세금별"
DT_1BDOO08,시도/가구주의 혼인상태/월세금/보증금별 가구(주거전용),101001,101,5년,2000,2000,,,가구,"시도별,가구주의혼인상태별,월세금보증금별"
DT_1BDOO09,시도/가구주의 연령/혼인상태/사글세별 가구(주거전용),101001,101,5년,2000,2000,,,가구,"행정구역별,연령별,혼인상태별,주거형태별"
DT_1BDOO10,시도/거처의 종류/가구원수/전세금별 가구(주거전용),101001,101,5년,2000,2000,,,가구,"시도별,거처의종류별,가구원수별,전세금별"
DT_1BDOO11,시도/거처의 종류/가구원수/월세금/보증금별 가구(주거전용),101001,101,5년,2000,2000,,,가구,"시도별,거처의종류별,가구원수별,월세금별,보증금별"
DT_1BDOO12,시도/거처의 종류/가구원수/사글세별 가구(주거전용),101001,101,5년,2000,2000,,,가구,"행정구역별,거처의종류별,가구원수별,사글세별"
DT_1BDOO13,시도/가구주의 성/가구주의 직업/거처의 점유형태별 가구(주거전용),101001,101,5년,2000,2000,,,가구,"시도별,가구주의성별,가구주의직업별,거처의점유형태별"
DT_1BDOO14,시도/가구주의 산업/거처의 점유형태별 가구(주거전용),101001,101,5년,2000,2000,,,가구,"시도별,산업별,거처의점유형태별"
DT_1BDOO15,시도/가구주의 성/가구주의 교육정도/거처의 점유형태별 가구(주거전용),101001,101,5년,2000,2000,,,가구,"시도별,가구주의성별,가구주의교육정도별,거처의점유형태별"
DT_1BDOO16,행정구역(시도)/거처의 종류/사용방수/전세금별 가구(영업겸용),101001,101,5년,2000,2000,,,가구,"행정구역별,거처종류별,사용방수별,전세금별"
DT_1BDOO17,행정구역(시도)/거처의 종류/사용방수/월세금/보증금별 가구(영업겸용),101001,101,5년,2000,2000,,,가구,"행정구역별,거처의종류별,사용방수별,월세금별,보증금별"
DT_1BDOO18,행정구역(시도)/거처의 종류/사용방수/사글세별 가구(영업겸용),101001,101,5년,2000,2000,,,"행정구역,거처의종류,사용방수,사글세별가구","행정구역별,거처종류별,사용방수별"
DT_1BF0501,육체적·정신적 활동제약유형별 인구(5세 이상)-시군구,101001,101,5년,2005,2005,,5세 이상,인구,행정구역별
DT_1BF0502,성/연령/육체적·정신적 활동제약유형별 인구(5세 이상)-시도,101001,101,5년,2005,2005,,5세 이상,인구,"성별,연령별,육체적정신적활동제약유형별,행정구역별"
DT_1BF0503,성/교육정도/육체적·정신적 활동제약유형별 인구(5세 이상)-시도,101001,101,5년,2005,2005,,5세 이상,인구,"성별,교육정도별,육체적정신적활동제약유형별,시도별"
DT_1BF0504,성/혼인상태/육체적·정신적 활동제약유형별 인구(15세 이상)-시도,101001,101,5년,2005,2005,,15세 이상,인구,"성별,혼인상태별,육체적정신적활동제약유형별,시도별"
DT_1BF0505,성/세대구성/육체적·정신적 활동제약유형별 인구(5세 이상)-시도,101001,101,5년,2005,2005,,5세 이상,인구,"성별,세대구성별,육체적정신적활동제약유형별,행정구역별"
DT_1BF0506,성/경제활동상태/육체적·정신적 활동제약유형별 인구(15세 이상)-시도,101001,101,5년,2005,2005,,15세 이상,인구,"성별,경제활동상태별,육체적정신적활동제약유형별,행정구역별"
DT_1BF0507,성/산업/육체적·정신적 활동제약유형별 인구(15세 이상)-시도,101001,101,5년,2005,2005,,15세 이상,인구,"산업별,행정구역별"
DT_1BF0508,성/직업/육체적·정신적 활동제약유형별 인구(15세 이상)-시도,101001,101,5년,2005,2005,,15세 이상,인구,"성별,직업별,육체적정신적활동제약유형별,행정구역별"
DT_1BF0509,일상·사회 활동제약유형별 인구(5세 이상)-시군구,101001,101,5년,2005,2005,,5세 이상,인구,행정구역별
DT_1BF0510,성/연령/일상·사회 활동제약유형별 인구(5세 이상)-시도,101001,101,5년,2005,2005,,5세 이상,인구,"성별,연령별,일상사회활동제약유형별,시도별"
DT_1BF0511,성/교육정도/일상·사회 활동제약유형별 인구(5세 이상)-시도,101001,101,5년,2005,2005,,5세 이상,인구,"성별,교육정도별,일상사회활동제약유형별,시도별"
DT_1BF0512,성/혼인상태/일상·사회 활동제약유형별 인구(15세 이상)-시도,101001,101,5년,2005,2005,,15세 이상,인구,"성별,혼인상태별,일상사회활동제약유형별,시도별"
DT_1BF0513,성/세대구성/일상·사회 활동제약유형별 인구(5세 이상)-시도,101001,101,5년,2005,2005,,5세 이상,인구,"행정구역별,일상사회활동제약유형별"
DT_1BF0514,성/경제활동상태/일상·사회 활동제약유형별 인구(15세 이상)-시도,101001,101,5년,2005,2005,,15세 이상,인구,"성별,경제활동상태별,일상사회활동제약유형별,행정구역별"
DT_1BF0515,성/산업/일상·사회 활동제약유형별 인구(15세 이상)-시도,101001,101,5년,2005,2005,,15세 이상,인구,"산업별,행정구역별"
DT_1BF0516,성/직업/일상·사회 활동제약유형별 인구(15세 이상)-시도,101001,101,5년,2005,2005,,15세 이상,인구,"성별,직업별,일상사회활동제약유형별,행정구역별"
DT_1BF0517,성/일상·사회 활동제약유형/육체적·정신적 활동제약유형별 인구(5+)-시도,101001,101,5년,2005,2005,,,활동제약인구,"행정구역별,제약유형별"
DT_1BF0518,가구원수/활동제약자 거주 가구(일반가구)-시도,101001,101,5년,2005,2005,,,"가구원수,활동제약자,가구","거주가구별,활동제약자별,가구원수별"
DT_1BF0519,가구주의 성/경제활동상태/활동제약자 거주 가구(일반가구)-시도,101001,101,5년,2005,2005,,,"가구주,경제활동상태,활동제약자,일반가구","가구주성별별,경제활동상태별,활동제약자거주가구여부별,행정구역별"
DT_1BF0520,거처의종류/점유형태별육체적·정신적활동제약자거주가구(일반가구)-시도,101001,101,5년,2005,2005,,,거처의종류점유형태별육체적정신적활동제약자거주가구,"거처의종류별,점유형태별,육체적정신적활동제약자별,가구주특성별,시도별"
DT_1BF0521,거처의 종류/점유형태별 일상·사회 활동제약자 거주가구(일반가구)-시도,101001,101,5년,2005,2005,,,일상사회활동제약자거주가구,"거처의종류별,점유형태별,시도별"
DT_1BIOO01,시도/성/연령/교육정도/전공분야별 인구,101001,101,5년,2000,2000,,,인구,"시도별,성별,연령별,교육정도별,전공분야별"
DT_1BIOO02,시도/산업(중분류)/성/교육정도별 취업자,101001,101,5년,2000,2000,,,취업자,"시도별,산업별,성별,교육정도별"
DT_1BIOO03,시도/직업(중분류)/성/교육정도별 취업자,101001,101,5년,2000,2000,,,취업자,"시도별,직업별,성별,교육정도별"
DT_1BIOO04,시도/산업(중분류)/성/전공분야별 인구(15세 이상),101001,101,5년,2000,2000,,15세 이상,인구,"시도별,산업별,성별,전공분야별"
DT_1BIOO05,시도/직업(중분류)/성/전공분야별 인구(15세 이상),101001,101,5년,2000,2000,,15세 이상,인구,"시도별,직업별,성,별,전공분야별"
DT_1BIOO06,시도/산업(중분류)/성/근무년수별 취업자,101001,101,5년,2000,2000,,,취업자,"시도별,산업별,성별,근무년수별"
DT_1BIOO07,시도/직업(중분류)/성/근무년수별 취업자,101001,101,5년,2000,2000,,,취업자,"시도별,직업별,성별,근무년수별"
DT_1BIOO08,행정구역/성/연령/컴퓨터 활용상태별 인구,101001,101,5년,2000,2000,,,인구,"행정구역별,성별,연령별"
DT_1BIOO09,시도/성/연령/컴퓨터 보유여부/컴퓨터 활용상태별 인구,101001,101,5년,2000,2000,,,인구,"행정구역별,성별,연령별,컴퓨터보유여부별,컴퓨터활용상태별"
DT_1BIOO10,시도/성/가구주와의 관계/컴퓨터 활용상태별 인구,101001,101,5년,2000,2000,,,인구,"시도별,성별,가구주와의관계별,컴퓨터활용상태별"
